Find|site_id:1075|Domain:01911.ru|Page:01911.ru|Find string:End|Date:2016-12-09 16:26:35
Find|site_id:1058|Domain:0174.ru|Page:0174.ru|Find string:End|Date:2016-12-09 16:26:22
Find|site_id:1057|Domain:0171.ru|Page:0171.ru|Find string:ajax|Date:2016-12-09 16:26:16
Find|site_id:1056|Domain:0170.ru|Page:0170.ru/|Find string:ajax|Date:2016-12-09 16:26:13
Find|site_id:1054|Domain:0168.ru|Page:0168.ru|Find string:ajax|Date:2016-12-09 16:26:00
Find|site_id:1052|Domain:0166.ru|Page:0166.ru|Find string:ajax|Date:2016-12-09 16:25:59
Find|site_id:1053|Domain:0167.ru|Page:0167.ru|Find string:End|Date:2016-12-09 16:25:59
Find|site_id:1048|Domain:0160.ru|Page:0160.ru|Find string:End|Date:2016-12-09 16:25:54
Find|site_id:1037|Domain:015.ru|Page:015.ru/pro_hobby|Find string:ajax|Date:2016-12-09 16:05:41
Find|site_id:1029|Domain:0143.ru|Page:0143.ru|Find string:ajax|Date:2016-12-09 16:04:31
Find|site_id:1028|Domain:0142.ru|Page:0142.ru|Find string:ajax|Date:2016-12-09 16:04:28
Find|site_id:1027|Domain:0141.ru|Page:0141.ru|Find string:End|Date:2016-12-09 16:04:25
Find|site_id:673|Domain:007msk.ru|Page:007msk.ru/#callbackhunter|Find string:cdn.callbackhunter.com|Date:2016-12-09 15:30:49
Find|site_id:1442|Domain:0225.ru|Page:0225.ru/novosti-regiona/1545-mer-bobruyska-otchital-rukovoditeley-za-nepolnuyu-zanyatost-na-predpriyatiyah.html|Find string:End|Date:2016-12-09 16:51:26
Find|site_id:1426|Domain:0215768890234.ru|Page:support.ihc.ru/index.php|Find string:End|Date:2016-12-09 16:50:03
Find|site_id:1416|Domain:021.ru|Page:021.ru|Find string:End|Date:2016-12-09 16:49:53
Find|site_id:1413|Domain:02082015.ru|Page:02082015.ru|Find string:End|Date:2016-12-09 16:49:50
Find|site_id:1411|Domain:0208.ru|Page:0208.ru|Find string:End|Date:2016-12-09 16:49:48
Find|site_id:1393|Domain:0200200.ru|Page:www.centro.ru/junior/index.html|Find string:End|Date:2016-12-09 16:49:27
Find|site_id:1381|Domain:02-generator.ru|Page:02-generator.ru|Find string:End|Date:2016-12-09 16:49:00
Find|site_id:1339|Domain:01theone.ru|Page:01theone.ru|Find string:End|Date:2016-12-09 16:47:59
Find|site_id:1337|Domain:01teh.ru|Page:01teh.ru/page-0|Find string:End|Date:2016-12-09 16:47:56
Find|site_id:1324|Domain:01ss.ru|Page:01ss.ru/|Find string:End|Date:2016-12-09 16:47:31
